Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Great hotel & impeccable service,"Chose to stay here for my bday staycay and it was worth it. The room came with a balcony and it's designed excuisitely. The hotel has a nice scent as soon as you enter. The staff were all corteous, from the reception, dining, housekeeping and pool area. Check in and check out was seamless. Portions were huge for their alacarte buffet. We love the pool and love their pool's resto and bar Lantern. The view was amazing. My partner said it's her fave hotel now. We were expecting the Fullerton bear though sitting in our bed but he wasnt there 😂. Even so, we will still come back. ",50,Nov-21,Travelled as a couple,11,8,Fullerton
A great staycation with the best hotel room view!,"Checked out yesterday. Stayed for 4D3N in a Bay View room. Have to say that is the best hotel room view as we are facing MBS. Sincerely thankful to the team of managers Ummar, Samuel, Michelle and all other Customer Service staffs who served us during our 4D3N stay. Thank you for trying your best to fulfil all my requests. Food quality is good too! Had our Christmas dinner and daily breakfast with La Brasserie (Served by a hardworking host Christina (or Cristina) and waitress Emma), rooftop drink with The Lantern (Served by an attentive host Germa). High quality and excellent ambience. Will definitely be back!",50,Dec-21,Undisclosed,1,0,Fullerton
best staycation experience,it’s my third stay with FBH and every experience is always an awesome one! best staycation experience ever with the best bay view room and rooftop jacuzzi. service is impeccable and thank you team for the lovely bears. we will definitely be back!,50,Dec-21,Travelled as a couple,4,3,Fullerton
A great stay .,A most pleasing Xmas break. Thoroughly enjoyed and will be back again when travel rules permit. We were recommended by Singaporean friends and will not stay elsewhere . Location and proximity to shopping and restaurants is excellent .,50,Dec-21,Undisclosed,1,0,Fullerton
Brilliant hotel,"Second time staying here. Can't fault it - great location, impeccable service, gorgeous room and an amazing view. Grabbed a snack at Lantern on the roof which was great.   The staff were super friendly - whether at reception, front door or at breakfast   Will definitely return!",50,Dec-21,Undisclosed,1,0,Fullerton
"Excellent place for staycay, just be careful during breakfast when you're queueing for breakfast.","Great place for a little getaway considering that we can't really fly overseas.  Room was amazing with the bay view. Toilet was spacious and the tub was able to fit two people.  Service was top notch all around but the only hiccup was during breakfast when we were asked to take a seat elsewhere while waiting for our turn in the queue. Our room number was taken down but another couple who came later was seated before us. Had to enter the restaurant to inform the staff. We were immediately seated after and we were fortunate that there was a table open as 17 minutes later, the last orders were taken. Earlier, we had waited 20 mins for our turn to enter. (Fianceé was none too happy about the situation)  Error arose possibly due to safe distancing measures and being really busy, but…",40,Dec-21,Undisclosed,2,0,Fullerton
Excellent Christmas at the Fullerton,"Food and service impeccable, the F&B in this hotel is second to none. The method for arranging the food on Christmas day was very well done, just order the next course from the app and along it comes. Nice small portions so you can enjoy more variety. We took all 4 hours and loved the endless champagne. The starter seafood should have been served in the same way and would have avoided waste, please note for next year.",50,Dec-21,Undisclosed,1,0,Fullerton
Lovely high tea!,"Went there to celebrate my friends’ birthdays & we had a lovely time! Daniel attended to us, constantly checking on us if we need anything at all. Lovely view is a plus too! Requested for the sofa seats and felt comfy throughout!",50,Dec-21,Travelled with friends,1,0,Fullerton
Perfect place to celebrate a major milestone,"I celebrated my wife's birthday over there. Being a milestone birthday, she was in awe of the experience and warmth. She described it as the perfect birthday. What more can I ask for. It was truly memorable.",50,Dec-21,Undisclosed,1,0,Fullerton
"5 Star Facilities, 2 Star Service","First time at the Fullerton Bay, but have stayed at other properties around the area. Fullerton Bay commands a price on par with the other big boys like the Ritz, but while the Property is lovely with views to die for of Marina Bay, the hotel is let down by service that is at best unpersonal, at worst, unprofessional.  First the check-in. Lobby is filled with waiting guest. Lobby staff are uninterested and in the 30 minutes before I went to grab a drink elsewhere, no effort whatsoever to provide even simple ice water or anything. At the end, check in only occurred after waiting 1 1/2 hours after the 3:00pm check-in time. No apologies was made, just a perfunctory ""we will extend the check out time to compensate you the lost time.""   Going to the brasserie to grab a drink / cake,…",20,Dec-21,Undisclosed,6,3,Fullerton
Great service,"Loved the service here and the view! Very nice place for high tea although the food was not remarkable, can be even better :) Daniel served us and he was very attentive and I really appreciated it. He made our experience here very pleasant. Thank you to Tyson & Olivia too :)",50,Dec-21,Travelled with friends,18,8,Fullerton
Festive afternoon tea,"Excellent service and awesome view. Food wise, we preferred the savouries to the sweets. Flat white was well done, and the teas silver moon and Fullerton express were light and refreshing. Will come back for the ambience.",40,Dec-21,Travelled with friends,1,0,Fullerton
Nice Ambience & Furnishings,"Love the interior furnishings of the room, and the hotel was nicely decorated. They have a great range of breakfast menu and the view was not too bad. But the check-in procedure took a while and some staff were not very friendly.",40,Dec-21,Undisclosed,11,0,Fullerton
Great stay by the bay!,"Excellent and prompt service, comfortable beds fell asleep faster, room’s space was utilised well and thoughtful amenities. The hotel did everything possible to meet the needs of its guests. From check-in to check-out, the experience was very smooth and easy.  ",50,Dec-21,Undisclosed,1,0,Fullerton
A refreshing experience,The rooms were beautiful. I particularly enjoyed the balcony. I spent a lot of time poolside. The afternoons were particularly pleasant as the whole pool was in the shade. The views from the rooftop are breathtaking.,50,Dec-21,Undisclosed,1,0,Fullerton
Trust this hotel for events,"The Fullerton Bay Hotel’s seamless blend of luxuries creates a happy setting for lounging, while The Fullerton Hotel mesmerises with her old Singapore charm.  Often, when I’m impressed with a particular server & express thanks, it can be traced back to them being personally trained by Cavaliere Giovanni Viterale.  Well, when there’s an event that Giovanni oversees, it simply cannot disappoint. :)",50,Dec-21,Travelled with friends,247,36,Fullerton
High tea review,"The food served was really good and we really enjoyed the sweet treats. The service provided by Daniel was also amazing, he made us feel very comfortable throughout our time there and constantly checked up on us to see if there was anything we need. It was a great visit:)",50,Dec-21,Travelled with friends,1,0,Fullerton
