Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Very Central Location,"Was at this hotel for 5 nights and my review as follows:  1) Location: It is located opposite Raffles City Shopping Mall, hence there are plenty of shops,restaurants, food court and even a supermarket. Everything is very handy. Through raffles city, one could even walk using the underpass (air conditioned) to Marina Square, Suntec City, Esplanade and even walk to Marina Bay Sands. Bugis is on the other direction of the hotel (just 5 to 10 minutes walk) and there's plenty of cheap delicious street food there. Walking to Orchard Road is also possible (just walk along Bras Basah Road towards Doby Ghaut and just continue walking - it took us about 30 minutes walk to arrive at Somerset 313. Overall the hotel location is fantastic.   2) Hotel Outlook, Lobby  Hotel is quite huge with 3…",40,Aug-17,Travelled on business,335,347,Carlton
Very Comfortable,"Had 5 nights here for a business conference which included the weekend. The price included the breakfast buffet which was quite comprehensive and had a nice omelet bar. The room and bed was very comfortable with a view to the pool and office towers. The location was reasonably central with good access to the metro. Would definitely recommend based on price, location and comfort.",40,Aug-17,Travelled on business,162,38,Carlton
Holiday,"Recently spending 5 days here. Great location. Easy access to the MRT just a stones throw away. Nothing to fault at all, We had a 12 hour wait from checking out until our flight, We able to use the great facilities of the lobby to relax and even shower to freshen up before departing. Would definitely return to the Carlton 👌👌",50,Aug-17,Travelled as a couple,29,3,Carlton
Excellent Hotel - perfect location,"Amazing Lobby....Huge! Stayed 10 nights on 24th floor so although near main roads it was not noisy. Air con quiet. Staff very friendly and helpful, particularly the doormen, and lady who worked at poolside bar (so lovely). Ideal location, could walk to Marina bay and gardens or the Quays in about 20 mins. Raffles hotel around the corner, lovely eating places across the street in Chjimes, metro very close by, suntec centre 5min walk where you can get tour buses, Check out the Atlas Bar near Bugis...amazing building! Saw plenty of other amazing hotels while we were there but was very happy we chose this one, has everything you need, is of a high standard and easy to sightsee from here. Thank you Carlton Hotel Singapore, we had a fabulous time!",50,Jul-17,Travelled with family,67,53,Carlton
very pleasant stay,"nice room, bed and pillow are comfortable, i got to sleep very well. i got a room that faces the other (older) block and also the swimming pool, i didnt find that an issue, and i think perhaps room facing inside are more quiet. spacious room and good seating spots. breakfast has been the same for the three days of my stay, cant complain much, they taste good. shopping and eating is just across the street. wide selection too, there is a building with some used/second hand book stores, worth a visit if you like books, some craft store and art galleries there too",50,Aug-17,Travelled on business,25,6,Carlton
Understated and practical,"Hotel exterior and interior itself is nothing grand nor glamorous - the room is understated in design, cosy and practical for business trips.  I stayed for a full week business trip - and found everything I needed and indeed feel quite at home.   It is not your luxurious hotel but their service is outstanding - the staff go the extra miles, very polite and they do service from the heart - without hesitation.  One of the room service waiter came in and accidentally stepped on my slipper, it was not a big deal, but he made the effort to bring me back a new pair.  I struggled to connect my USB driver to play my movies on their TV - turns out it was a set model and does not have that function.  The engineer who came to fix it came back within five minutes, and to my surprise, he…",50,Aug-17,Travelled on business,280,124,Carlton
Comfortable hotel in the heart of Singapore,"Very good hotel in the heart of Singapore. International standard. Asian service. Pool is OK but not the best if you plan to combine pool time with visits. Booking systems were down when we arrived. We we asked to wait. One hour later, nothing had changed. We complained and the problem was solved in a minute.",40,Jul-17,Travelled as a couple,45,39,Carlton
An perfectly ran exotic getaway with all amenities you would expect from a top hotel,"I could not make myself leave their amazing pool!   I've stayed there for a few days and it was one of the best experiences in my life.  Love it. Will go back again. The elevator on the side of the building with a clear panoramic wall was a bit scary for I am afraid of the heights. Only thing I did not like- we had a medical emergency happened to us but hotel did not have a medically trained personnel to attend to us. But they did put me on a line with Singaporean hospital and I followed the directions and sorted the situation out myself.  My travel companion had a heat stroke of second degree (drink A LOOOT of water and green tea, do not repeat our mistake. We hydrated as we would in an European summer day but it was not Europe) But outside of this experience which was not…",50,Nov-16,Travelled as a couple,28,5,Carlton
Usual high standard,Same high standard that I have come to expect from the Carlton. A stay in the 'new' tower with a view over Raffles was nice. The proximity to the lift seemed as if it would be a noisy hassle but wasn't. Breakfast was good. Check In and Out was painless and ease of getting a taxi was good. Proximity to local venues is always good and only half the price of other nearby hotels!,40,Jul-17,Travelled on business,12,8,Carlton
"Nice room, need to refurbish some parts. Excellent location","Carlton located at a very central area with short distance to Orchard road, to Marina Bay and other parts. The room is nice and clean, standard facilities for 5 star. Some old parts like the corridors, restaurants and cafe looks kind of boring but they have many in and around the hotel. The Lobby is nicely designed.",40,Oct-16,Travelled on business,36,56,Carlton
